Sex,EE,H2Omg,RQ,Animal_ID,Deg_C,weight,experiment,StartTime,SD_VCO2,SD_VO2,SD_H2Omg,VO2,VCO2,StartDate,FQ,block,hour
M,0.142823116758,1.378851,0.8597302801000655,22,32.52097,19.1,Standard,20:12:50,0.0234,0.0707,0.0332,0.4866011,0.4183457,2020-03-10,0.8907387,cages10mar,20
M,0.11035157212800001,0.8874503,0.7859506449363642,22,26.27408,19.1,Standard,20:20:50,0.00972,0.0247,0.0365,0.3823478,0.3005065,2020-03-10,0.8907387,cages10mar,20
M,0.110851627194,-0.6427782,0.7242222416718662,22,21.32642,19.1,Standard,20:56:50,0.0265207,0.0537,0.0217734,0.3896101,0.2821643,2020-03-10,0.8907387,cages10mar,20
M,0.133690519914,-1.185574,0.6653469041553524,22,19.1363,19.1,Standard,21:12:50,0.0089,0.0189,0.0195,0.4764241,0.3169873,2020-03-10,0.8907387,cages10mar,21
M,0.134538746286,-1.190208,0.69337716100096225,22,21.90248,19.1,Standard,21:52:50,0.0149,0.0122,0.0121,0.4762897,0.3302484,2020-03-10,0.8907387,cages10mar,21
M,0.14210139753599998,-1.173527,0.7520286144159489,22,20.47915,19.1,Standard,22:16:50,0.0121,0.0197,0.0509,0.4962254,0.3731757,2020-03-10,0.8907387,cages10mar,22
M,0.19287725204999998,-0.5965111,0.7363325025099997,22,19.64242,19.1,Standard,22:40:50,0.0155,0.0232454,0.0284,0.6759961,0.4977579,2020-03-10,0.8907387,cages10mar,22
M,0.11894027674199999,-0.8719628,0.7949162363410051,22,21.3541,19.1,Standard,23:12:50,0.00818,0.0162,0.0111,0.4112583,0.3269159,2020-03-10,0.8907387,cages10mar,23
M,0.24820822488,-0.6507242,0.7721880514499627,22,21.64807,19.1,Standard,23:42:51,0.013,0.020157,0.0245,0.8627256,0.6661864,2020-03-10,0.8907387,cages10mar,23
M,0.24251857912799998,-0.358981,0.7506979295013886,22,22.47295,19.1,Standard,23:50:51,0.018,0.0343,0.0327,0.8471486,0.6359527,2020-03-10,0.8907387,cages10mar,23
M,0.12405802458,-0.3736832,0.7467418899989027,22,23.55807,19.1,Standard,00:26:51,0.0133,0.0172,0.0156,0.4337484,0.3238981,2020-03-11,0.8907387,cages10mar,0
M,0.129525260466,-0.5381737,0.7109013664619124,22,20.8424,19.1,Standard,00:42:51,0.00925,0.0211,0.0165,0.4566611,0.324641,2020-03-11,0.8907387,cages10mar,0
M,0.24099334538999997,0.1742271,0.7690730322434719,22,20.11613,19.1,Standard,01:22:51,0.0217,0.0329,0.0155,0.8382503,0.6446757,2020-03-11,0.8907387,cages10mar,1
M,0.12638774622600002,-0.1438015,0.6724659379547361,22,21.69153,19.1,Standard,01:46:51,0.0132442,0.0184,0.0197,0.4496427,0.3023694,2020-03-11,0.8907387,cages10mar,1
M,0.17762013586800002,0.0433,0.7163489811326547,22,22.70467,19.1,Standard,02:10:51,0.026,0.0335901,0.0398,0.6254298,0.448026,2020-03-11,0.8907387,cages10mar,2
M,0.185852073204,0.0222,0.7294565627904581,22,22.42574,19.1,Standard,02:42:51,0.0103,0.0152911,0.0145,0.6524176,0.4759103,2020-03-11,0.8907387,cages10mar,2
M,0.144642670116,0.0994,0.7670528414581426,22,22.67369,19.1,Standard,03:12:52,0.0119,0.0161,0.0159,0.5033472,0.3860939,2020-03-11,0.8907387,cages10mar,3
M,0.220111097136,0.4058938,0.7787465951468603,22,21.10468,19.1,Standard,03:20:52,0.0189,0.032,0.014,0.7639096,0.594892,2020-03-11,0.8907387,cages10mar,3
M,0.170737947282,0.6203458,0.6908901092487149,22,20.36277,19.1,Standard,03:56:52,0.0318,0.0373,0.0244,0.6047943,0.4178464,2020-03-11,0.8907387,cages10mar,3
M,0.12260638286399998,0.5573704,0.6955567337059875,22,22.37094,19.1,Standard,04:12:52,0.00789,0.0186,0.0125,0.433825,0.3017499,2020-03-11,0.8907387,cages10mar,4
M,0.241529625078,0.8420638,0.7498879247261814,22,20.50508,19.1,Standard,04:52:52,0.0135,0.0174,0.0246,0.8438525,0.6327948,2020-03-11,0.8907387,cages10mar,4
M,0.16960062785399999,0.9563591,0.7499168416325468,22,20.07788,19.1,Standard,05:16:52,0.0283627,0.054,0.0126,0.5925441,0.4443588,2020-03-11,0.8907387,cages10mar,5
M,0.140262711834,0.7394278,0.790426969171222,22,22.16752,19.1,Standard,05:40:52,0.00957,0.0215,0.0174,0.4854847,0.3837402,2020-03-11,0.8907387,cages10mar,5
M,0.084478208094,0.8450068,0.8189494360188545,22,19.85087,19.1,Standard,06:12:52,0.00836,0.0258,0.0194,0.2904973,0.2379026,2020-03-11,0.8907387,cages10mar,6
M,0.085973335056,0.9115707,0.8625437524297416,22,23.58813,19.1,Standard,06:42:53,0.00931,0.0165,0.0113,0.2927266,0.2524895,2020-03-11,0.8907387,cages10mar,6
M,0.080992104522,1.043918,0.7971285083098342,22,25.74357,19.1,Standard,06:50:53,0.0117,0.0182,0.0189,0.2799033,0.2231189,2020-03-11,0.8907387,cages10mar,6
M,0.077516191116,1.46607,0.9046458096985897,22,27.7173,19.1,Standard,07:26:53,0.0099,0.0187187,0.031,0.2614442,0.2365144,2020-03-11,0.8907387,cages10mar,7
M,0.06293343033599999,1.760117,0.9611732376626847,22,28.1464,19.1,Standard,07:42:53,0.010951,0.0168,0.0193,0.209608,0.2014696,2020-03-11,0.8907387,cages10mar,7
M,0.044693176752,2.466737,1.2183747770671696,22,30.59402,19.1,Standard,08:22:53,0.00986,0.023,0.0415,0.1408496,0.1716076,2020-03-11,0.8907387,cages10mar,8
M,0.047748022769999995,2.855862,1.0610190536725252,22,32.06362,19.1,Standard,08:46:53,0.0107,0.0163,0.3745488,0.1555973,0.1650917,2020-03-11,0.8907387,cages10mar,8
M,0.04446080688,3.245984,1.1509201236682236,22,33.30735,19.1,Standard,09:10:53,0.0108,0.0154,0.0504,0.1421222,0.1635713,2020-03-11,0.8907387,cages10mar,9
M,0.045865305275999996,3.169125,1.1978254070817551,22,33.02222,19.1,Standard,09:42:53,0.0139284,0.0298,0.0522,0.1451674,0.1738852,2020-03-11,0.8907387,cages10mar,9
M,0.036134429898,2.76696,1.286472226502277,22,32.79512,19.1,Standard,10:12:54,0.00926,0.0162,0.0341,0.1122779,0.1444424,2020-03-11,0.8907387,cages10mar,10
M,0.042284246129999994,2.663834,1.2056561734497988,22,32.80362,19.1,Standard,10:20:54,0.00863,0.0113,0.0261,0.1336133,0.1610917,2020-03-11,0.8907387,cages10mar,10
M,0.054941298131999994,2.22133,1.0944317364804579,22,32.73088,19.1,Standard,10:56:54,0.0133,0.0183,0.1417961,0.1777538,0.1945394,2020-03-11,0.8907387,cages10mar,10
M,0.049662989376,1.997999,1.0461979083260449,22,32.79958,19.1,Standard,11:12:54,0.00747,0.00971,0.0448,0.162358,0.1698586,2020-03-11,0.8907387,cages10mar,11
M,0.03915438576,1.694001,1.1222825051141634,22,32.87012,19.1,Standard,11:52:54,0.00941,0.0117,0.0379,0.1259248,0.1413232,2020-03-11,0.8907387,cages10mar,11
M,0.08704532423999997,1.647587,1.028325465440195,22,32.78563,19.1,Standard,12:16:54,0.0118,0.0196,0.0241,0.2856758,0.2937677,2020-03-11,0.8907387,cages10mar,12
M,0.044612087057999995,1.45063,1.1280328538082296,22,32.60567,19.1,Standard,12:40:54,0.0122,0.0164,0.0476,0.1433015,0.1616488,2020-03-11,0.8907387,cages10mar,12
M,0.071769836208,1.38644,0.8801959777316707,22,32.69043,19.1,Standard,13:12:54,0.0297,0.0208,0.0818,0.243395,0.2142353,2020-03-11,0.8907387,cages10mar,13
M,0.07672894643400001,1.784164,0.8360837996500294,22,32.81388,19.1,Standard,13:42:55,0.0125,0.0126,0.0283,0.2628221,0.2197413,2020-03-11,0.8907387,cages10mar,13
M,0.05271532413,1.807612,0.95530966177502,22,32.76602,19.1,Standard,13:50:55,0.00987,0.0207,0.0266,0.1758031,0.1679464,2020-03-11,0.8907387,cages10mar,13
M,0.04377643683,1.548851,1.085974770472474,22,32.78638,19.1,Standard,14:26:55,0.00894,0.0167,0.0202236,0.1418893,0.1540882,2020-03-11,0.8907387,cages10mar,14
M,0.04494593371799999,1.439547,0.9466639676814272,22,32.65295,19.1,Standard,14:42:55,0.00888,0.0192,0.0218,0.1501799,0.1421699,2020-03-11,0.8907387,cages10mar,14
M,0.045031027566,1.27082,1.0387177061398603,22,32.61763,19.1,Standard,15:22:55,0.00998,0.00934,0.0209261,0.1474545,0.1531636,2020-03-11,0.8907387,cages10mar,15
M,0.046343546256,1.229465,1.0341719419838,22,32.67672,19.1,Standard,15:46:55,0.00805,0.00925,0.0142,0.1519024,0.1570932,2020-03-11,0.8907387,cages10mar,15
M,0.042194605026000004,1.186708,1.0906683510912774,22,32.5962,19.1,Standard,16:10:55,0.0104,0.0169,0.017,0.1366243,0.1490118,2020-03-11,0.8907387,cages10mar,16
M,0.04367885495399999,1.143727,1.1551556911854208,22,32.53688,19.1,Standard,16:42:55,0.00889,0.0204,0.0203,0.1394973,0.1611411,2020-03-11,0.8907387,cages10mar,16
M,0.05170992817199999,1.156193,1.174006772489346,22,32.66637,19.1,Standard,17:12:56,0.00965,0.00754,0.0244,0.164489,0.1931112,2020-03-11,0.8907387,cages10mar,17
M,0.045422878116,1.134618,1.0158744069424859,22,32.6467,19.1,Standard,17:20:56,0.0125,0.0124,0.0125,0.1494796,0.1518525,2020-03-11,0.8907387,cages10mar,17
M,0.04131804158999999,1.10292,1.216247066689491,22,32.71652,19.1,Standard,17:56:56,0.00901,0.0108,0.0275,0.1302709,0.1584416,2020-03-11,0.8907387,cages10mar,17
M,0.043767629514,1.360872,1.1292565116330362,22,32.55373,19.1,Standard,18:12:56,0.0113,0.0152,0.0238,0.1405523,0.1587196,2020-03-11,0.8907387,cages10mar,18
M,0.039081648438,1.189671,1.3262486539801093,22,32.61452,19.1,Standard,18:52:56,0.0077,0.0147,0.024,0.1204477,0.1597436,2020-03-11,0.8907387,cages10mar,18
M,0.04926793775399999,1.256347,1.130677755319196,22,32.70549,19.1,Standard,19:16:56,0.0103,0.0113,0.0143,0.1581677,0.1788367,2020-03-11,0.8907387,cages10mar,19
M,0.054070433004,1.186942,0.9768347900510065,22,32.60722,19.1,Standard,19:40:56,0.00797,0.0138,0.0178,0.1794674,0.17531,2020-03-11,0.8907387,cages10mar,19
M,0.108355266558,1.199507,0.9692520238135884,22,32.00165,19.1,Standard,20:12:56,0.0169,0.0169,0.0164532,0.3602481,0.3491712,2020-03-11,0.8907387,cages10mar,20
M,0.133908495672,0.6249002,0.8058067863047558,22,24.0764,19.1,Standard,20:42:57,0.0179,0.0305,0.0179,0.4618596,0.3721696,2020-03-11,0.8907387,cages10mar,20
M,0.136037978412,0.4484913,0.7707077442441315,22,22.81962,19.1,Standard,20:50:57,0.0234,0.0333,0.0229,0.4730042,0.364548,2020-03-11,0.8907387,cages10mar,20
M,0.22217638736999998,-0.0778,0.7717102130970368,22,18.62603,19.1,Standard,21:26:57,0.0316,0.0441,0.0110856,0.7723289,0.5960141,2020-03-11,0.8907387,cages10mar,21
M,0.134407883274,0.0249,0.7706563438887033,22,24.66815,19.1,Standard,21:42:57,0.0098,0.0131,0.0166,0.4673419,0.36016,2020-03-11,0.8907387,cages10mar,21
M,0.21061243026600002,0.2411961,0.7636182437752174,22,22.36067,19.1,Standard,22:22:57,0.0388,0.0414,0.0206,0.7334995,0.5601136,2020-03-11,0.8907387,cages10mar,22
M,0.23770784032800002,0.2424057,0.8217025956465098,22,22.124,19.1,Standard,22:46:57,0.0259,0.0359,0.0191,0.8168986,0.6712477,2020-03-11,0.8907387,cages10mar,22
M,0.120826458606,0.3241294,0.8144022715879596,22,23.00739,19.1,Standard,23:10:57,0.0155,0.028,0.011,0.4159205,0.3387266,2020-03-11,0.8907387,cages10mar,23
M,0.132783793296,0.1471464,0.7845642717147091,22,21.8398,19.1,Standard,23:42:57,0.00978,0.0144,0.0188764,0.460218,0.3610706,2020-03-11,0.8907387,cages10mar,23
M,0.244342053732,0.417887,0.8298690213504577,22,21.7382,19.1,Standard,00:12:58,0.0206,0.0382065,0.016,0.8381366,0.6955436,2020-03-12,0.8907387,cages10mar,0
M,0.21583790058599997,0.5770608,0.8454002492158296,22,22.42658,19.1,Standard,00:20:58,0.0471,0.0673,0.0259,0.7377541,0.6236975,2020-03-12,0.8907387,cages10mar,0
M,0.126447323226,0.3864853,0.7904592781339245,22,20.10222,19.1,Standard,00:56:58,0.0123,0.017,0.0127,0.4376629,0.3459547,2020-03-12,0.8907387,cages10mar,0
M,0.167253725478,0.4131243,0.8026454072348379,22,21.65287,19.1,Standard,01:12:58,0.0126,0.0237,0.0117,0.5772873,0.463357,2020-03-12,0.8907387,cages10mar,1
M,0.12151022624999999,0.6011404,0.7938219616471057,22,22.4653,19.1,Standard,01:52:58,0.0105,0.0183,0.0121,0.4202499,0.3336036,2020-03-12,0.8907387,cages10mar,1
M,0.134002213128,0.5682304,0.7981728834074382,22,20.02164,19.1,Standard,02:16:58,0.0105,0.0268,0.0146551,0.4629918,0.3695475,2020-03-12,0.8907387,cages10mar,2
M,0.131871447372,0.6542668,0.7883849193679424,22,21.77143,19.1,Standard,02:40:58,0.0126014,0.0168,0.0165,0.4566546,0.3600196,2020-03-12,0.8907387,cages10mar,2
M,0.1978804611,0.5477969,0.8085541694571736,22,22.03832,19.1,Standard,03:12:58,0.0477,0.0796,0.0136,0.6820744,0.5514941,2020-03-12,0.8907387,cages10mar,3
M,0.138150642042,0.4195486,0.7909404772337535,22,21.5341,19.1,Standard,03:42:59,0.023,0.03,0.0123,0.4781179,0.3781628,2020-03-12,0.8907387,cages10mar,3
M,0.168586218948,0.5192733,0.82529469665221,22,21.81967,19.1,Standard,03:50:59,0.0356,0.0422,0.0178,0.5788834,0.4777494,2020-03-12,0.8907387,cages10mar,3
M,0.166010345718,0.5550537,0.8058097312745609,22,22.4976,19.1,Standard,04:26:59,0.0527,0.0887,0.0206,0.5725807,0.4613911,2020-03-12,0.8907387,cages10mar,4
M,0.22605353051399998,0.7581248,0.777865087279412,22,20.02545,19.1,Standard,04:42:59,0.0197,0.0474,0.0158,0.7846925,0.6103849,2020-03-12,0.8907387,cages10mar,4
M,0.140817327336,0.7460093,0.8233849255306129,22,21.22917,19.1,Standard,05:22:59,0.012,0.025,0.0241,0.4837424,0.3983062,2020-03-12,0.8907387,cages10mar,5
M,0.091212155622,0.6553002,0.750580071526201,22,22.58622,19.1,Standard,05:46:59,0.0111913,0.0139,0.0167,0.3186245,0.2391532,2020-03-12,0.8907387,cages10mar,5
M,0.073826405646,0.6135368,0.8553434239807577,22,21.34215,19.1,Standard,06:10:59,0.0100013,0.0198,0.0176022,0.2517777,0.2153564,2020-03-12,0.8907387,cages10mar,6
M,0.095074472388,0.7966468,0.8043521337838646,22,24.83007,19.1,Standard,06:42:59,0.00926,0.0246,0.015,0.3280276,0.2638497,2020-03-12,0.8907387,cages10mar,6
M,0.06247887349199999,0.9177506,0.999329307238345,22,26.58529,19.1,Standard,07:13:00,0.0124,0.02,0.0203,0.2063538,0.2062154,2020-03-12,0.8907387,cages10mar,7
M,0.059302563473999995,0.9514387,0.9157966858781681,22,26.90634,19.1,Standard,07:21:00,0.00895,0.0104,0.013,0.1995159,0.182716,2020-03-12,0.8907387,cages10mar,7
M,0.126555669954,1.384149,0.849966734662944,22,29.16632,19.1,Standard,07:57:00,0.0228,0.0237,0.023,0.4321315,0.3672974,2020-03-12,0.8907387,cages10mar,7
M,0.07401918959400001,1.570405,0.8594373943057436,22,29.92883,19.1,Standard,08:13:00,0.00883,0.0201,0.0169,0.2522015,0.2167514,2020-03-12,0.8907387,cages10mar,8
M,0.063246008238,1.815312,0.9859133618292772,22,32.39337,19.1,Standard,08:53:00,0.0168,0.0204,0.086971,0.2095035,0.2065523,2020-03-12,0.8907387,cages10mar,8
M,0.054548429082,1.935041,0.9724366066230941,22,33.19272,19.1,Standard,09:17:00,0.0105,0.0116,0.0261044,0.1812295,0.1762342,2020-03-12,0.8907387,cages10mar,9
M,0.060266136084,1.822024,1.071475887381907,22,32.8922,19.1,Standard,09:41:00,0.0105,0.026,0.0324,0.1959472,0.2099527,2020-03-12,0.8907387,cages10mar,9
M,0.04269089592599999,1.645677,1.2295091371401707,22,32.84717,19.1,Standard,10:13:00,0.01,0.0151,0.045,0.1342269,0.1650332,2020-03-12,0.8907387,cages10mar,10
M,0.059389521827999996,1.495436,1.0733682108733786,22,32.73295,19.1,Standard,10:43:01,0.00844,0.0137,0.0177,0.1930182,0.2071796,2020-03-12,0.8907387,cages10mar,10
M,0.057547934472000004,1.439033,0.8860203049227227,22,32.69625,19.1,Standard,10:51:01,0.00795,0.0181,0.0216,0.1949084,0.1726928,2020-03-12,0.8907387,cages10mar,10
M,0.057641982384,1.222206,0.9125075487603543,22,32.80865,19.1,Standard,11:27:01,0.0105,0.018,0.0182,0.1940716,0.1770918,2020-03-12,0.8907387,cages10mar,11
M,0.058847872649999994,1.190485,0.8978753052975251,22,32.719970000000004,19.1,Standard,11:43:01,0.00972,0.0135,0.0119,0.1987815,0.178481,2020-03-12,0.8907387,cages10mar,11
M,0.058190005944,0.9879202,0.8245501491163107,22,32.801,19.1,Standard,12:23:01,0.0076,0.0193,0.0227,0.199844,0.1647814,2020-03-12,0.8907387,cages10mar,12
M,0.06729597042,1.053467,0.869925167671105,22,32.6389,19.1,Standard,12:47:01,0.00996,0.0177592,0.0334,0.2287514,0.1989966,2020-03-12,0.8907387,cages10mar,12
M,0.07005896377200001,1.116835,0.9426297306710006,22,32.69587,19.1,Standard,13:11:01,0.00813,0.0145,0.0209,0.2343008,0.2208589,2020-03-12,0.8907387,cages10mar,13
M,0.06415916136,0.6606679,0.8925961566822995,22,32.9191,19.1,Standard,13:43:01,0.00976,0.0173,0.0182,0.2169792,0.1936748,2020-03-12,0.8907387,cages10mar,13
M,0.06759954305999999,0.9349712,0.7339101580889611,22,32.6842,19.1,Standard,14:13:02,0.0104,0.0201,0.0181,0.2370564,0.1739781,2020-03-12,0.8907387,cages10mar,14
M,0.051142065282,1.029434,0.9241593266111681,22,32.7186,19.1,Standard,14:21:02,0.0114,0.0115,0.0183,0.1717403,0.1587154,2020-03-12,0.8907387,cages10mar,14
M,0.046358976047999996,0.9229816,1.0480215397573278,22,32.64178,19.1,Standard,14:57:02,0.00843,0.00651,0.0109,0.1514966,0.1587717,2020-03-12,0.8907387,cages10mar,14
M,0.050987071967999995,0.8574613,0.9961273982715118,22,32.81325,19.1,Standard,15:13:02,0.00934,0.00767,0.0154308,0.1685172,0.1678646,2020-03-12,0.8907387,cages10mar,15
M,0.06470731150799999,0.9016477,0.8866133460382829,22,32.66454,19.1,Standard,15:53:02,0.0114,0.0188,0.0209054,0.2191272,0.1942811,2020-03-12,0.8907387,cages10mar,15
M,0.057851614463999994,0.9325643,0.8943043204371978,22,32.77005,19.1,Standard,16:17:02,0.00909,0.0269,0.0143,0.1955728,0.1749016,2020-03-12,0.8907387,cages10mar,16
M,0.056971600812,0.8493417,0.8976774492575299,22,32.63887,19.1,Standard,16:41:02,0.00898,0.014,0.02,0.1924522,0.17276,2020-03-12,0.8907387,cages10mar,16
M,0.06710967102,0.8567954,0.775363593461753,22,32.71572,19.1,Standard,17:13:02,0.0144,0.0228,0.0108,0.23309,0.1807295,2020-03-12,0.8907387,cages10mar,17
M,0.06118224369599999,0.9248698,0.8017764702206172,22,32.6586,19.1,Standard,17:43:03,0.0108,0.0144,0.0421,0.2112166,0.1693485,2020-03-12,0.8907387,cages10mar,17
M,0.049608941549999994,0.9126379,0.979123943270013,22,32.67159,19.1,Standard,17:51:03,0.00926,0.0189,0.0170071,0.1645761,0.1611404,2020-03-12,0.8907387,cages10mar,17
M,0.05554080398999999,0.9484273,0.851310331004618,22,32.6389,19.1,Standard,18:27:03,0.0103,0.0117,0.0341,0.1895895,0.1613995,2020-03-12,0.8907387,cages10mar,18
M,0.05270710330199999,0.9289427,0.967465107775574,22,32.66052,19.1,Standard,18:43:03,0.00849,0.0171,0.0114,0.1753041,0.1696006,2020-03-12,0.8907387,cages10mar,18
M,0.058624651847999996,1.013556,1.0004174028040376,22,32.75197,19.1,Standard,19:23:03,0.0135,0.0189,0.0148,0.193578,0.1936588,2020-03-12,0.8907387,cages10mar,19
M,0.062930221452,1.059862,0.9624625842808164,22,32.64042,19.1,Standard,19:47:03,0.00939,0.0132,0.0134296,0.2095376,0.2016721,2020-03-12,0.8907387,cages10mar,19
M,0.10471946238600001,1.19891,0.9267333054304494,22,32.40877,19.1,Standard,20:11:03,0.0159,0.0139,0.0167,0.3514571,0.325707,2020-03-12,0.8907387,cages10mar,20
M,0.136732688148,0.1007747,0.7739765849214438,22,23.571,19.1,Standard,20:43:03,0.0233622,0.027,0.0175,0.4750614,0.3676864,2020-03-12,0.8907387,cages10mar,20
M,0.170485509684,-0.5473242,0.7559723376203723,22,18.7916,19.1,Standard,21:13:04,0.0147,0.022,0.0128,0.5948006,0.4496528,2020-03-12,0.8907387,cages10mar,21
M,0.170372140218,-0.6447026,0.761549832094785,22,18.06352,19.1,Standard,21:21:04,0.0096,0.0222995,0.0266,0.5936385,0.4520853,2020-03-12,0.8907387,cages10mar,21
M,0.12485738550600001,-0.5883693,0.7106090648630194,22,20.50557,19.1,Standard,21:57:04,0.0136,0.0258,0.0205,0.4402339,0.3128342,2020-03-12,0.8907387,cages10mar,21
M,0.24996380955,-0.6041695,0.7530739676197934,22,17.53432,19.1,Standard,22:13:04,0.0196,0.021,0.0291,0.8726751,0.6571889,2020-03-12,0.8907387,cages10mar,22
M,0.115935820728,-0.4599708,0.7482613850283164,22,21.27363,19.1,Standard,22:53:04,0.00978,0.0148,0.0144,0.4052076,0.3032012,2020-03-12,0.8907387,cages10mar,22
M,0.232828752408,-0.1417664,0.740482699877041,22,21.41272,19.1,Standard,23:17:04,0.0127,0.022,0.0187,0.8152312,0.6036646,2020-03-12,0.8907387,cages10mar,23
M,0.097199468772,-0.01,0.7802422033279086,22,21.6398,19.1,Standard,23:41:04,0.0129,0.0214253,0.0145276,0.3372208,0.2631139,2020-03-12,0.8907387,cages10mar,23
M,0.12079991813400001,-0.1860288,0.7524116167273704,22,21.78872,19.1,Standard,00:13:04,0.00953,0.0167,0.0185,0.4218021,0.3173688,2020-03-13,0.8907387,cages10mar,0
M,0.262737007512,0.0708,0.8077698939380056,22,21.73475,19.1,Standard,00:43:05,0.0203,0.0339,0.0152,0.905791,0.7316707,2020-03-13,0.8907387,cages10mar,0
M,0.243128464824,0.1720091,0.7938932968119766,22,21.70972,19.1,Standard,00:51:05,0.0153,0.014,0.0165369,0.8408596,0.6675528,2020-03-13,0.8907387,cages10mar,0
M,0.107848470156,0.3087069,0.7434179180179211,22,19.97328,19.1,Standard,01:27:05,0.0095,0.0137,0.00958,0.3773654,0.2805402,2020-03-13,0.8907387,cages10mar,1
M,0.14419676061,0.0803,0.7022477170565454,22,22.26655,19.1,Standard,01:43:05,0.0124,0.016508,0.0108,0.5094191,0.3577384,2020-03-13,0.8907387,cages10mar,1
M,0.13574951249999997,0.2731993,0.7967311332014733,22,21.71684,19.1,Standard,02:23:05,0.0146,0.0262,0.0139,0.469184,0.3738135,2020-03-13,0.8907387,cages10mar,2
M,0.12141512783399999,0.2019743,0.8047763984778972,22,21.82727,19.1,Standard,02:47:05,0.0137,0.0157,0.0137,0.4188679,0.337095,2020-03-13,0.8907387,cages10mar,2
M,0.259236184494,0.3612514,0.7365499833851555,22,21.80365,19.1,Standard,03:11:05,0.0629,0.0966,0.0182,0.9085249,0.669174,2020-03-13,0.8907387,cages10mar,3
M,0.126263182962,0.3353373,0.7365369652531343,22,21.9953,19.1,Standard,03:43:05,0.00924,0.0116,0.0127,0.4425061,0.3259221,2020-03-13,0.8907387,cages10mar,3
M,0.22724415251999996,0.3577034,0.7451642060027736,22,21.78115,19.1,Standard,04:13:06,0.0211,0.0201,0.0159,0.7948126,0.5922659,2020-03-13,0.8907387,cages10mar,4
M,0.23522198846999998,0.4604697,0.7505686179368185,22,21.5933,19.1,Standard,04:21:06,0.0171,0.045,0.0218,0.8216853,0.6167312,2020-03-13,0.8907387,cages10mar,4
M,0.139434942318,0.5232963,0.8207806699283777,22,21.7177,19.1,Standard,04:57:06,0.00979,0.0156,0.017,0.4792781,0.3933822,2020-03-13,0.8907387,cages10mar,4
M,0.094090281936,0.4299011,0.7604678849060217,22,21.86267,19.1,Standard,05:13:06,0.0167,0.0306,0.0202,0.3279268,0.2493778,2020-03-13,0.8907387,cages10mar,5
M,0.09735713189999998,0.591556,0.8957011359125748,22,22.40773,19.1,Standard,05:53:06,0.011,0.0124,0.013,0.3290218,0.2947052,2020-03-13,0.8907387,cages10mar,5
M,0.094039129296,0.3507437,0.8285469894752501,22,22.96977,19.1,Standard,06:17:06,0.0107,0.012,0.0168,0.322668,0.2673456,2020-03-13,0.8907387,cages10mar,6
M,0.12077222988599999,0.6051387,0.8281504602802437,22,24.38457,19.1,Standard,06:41:06,0.00656,0.0135,0.0208,0.4144323,0.3432123,2020-03-13,0.8907387,cages10mar,6
M,0.09052602140399998,0.9763001,0.8226389422059839,22,26.33415,19.1,Standard,07:13:06,0.0144,0.0164774,0.019,0.3110322,0.2558672,2020-03-13,0.8907387,cages10mar,7
M,0.068594175174,2.21604,0.988327112108425,25,32.855,18.2,Standard,13:08:48,0.0114,0.0144,0.1304532,0.2270989,0.224448,2020-03-10,0.8907387,cages10mar,13
M,0.069573182868,1.790354,0.9881129233213661,25,32.94042,18.2,Standard,13:36:48,0.00802,0.0121,0.0193,0.230351,0.2276128,2020-03-10,0.8907387,cages10mar,13
M,0.082014166836,1.727376,0.8867858493113692,25,32.98165,18.2,Standard,13:44:48,0.0108,0.0191,0.018,0.277725,0.2462826,2020-03-10,0.8907387,cages10mar,13
M,0.091739449242,1.53409,0.8950216376922503,25,31.039,18.2,Standard,14:20:48,0.0114,0.0193,0.0185,0.3100839,0.2775318,2020-03-10,0.8907387,cages10mar,14
M,0.087727774764,1.426669,0.9036963876135164,25,31.28522,18.2,Standard,14:56:48,0.00925,0.0243,0.0147,0.2959484,0.2674475,2020-03-10,0.8907387,cages10mar,14
M,0.080029203576,1.345629,0.8925324528973915,25,33.18682,18.2,Standard,15:20:48,0.0108,0.0117,0.0194,0.2706538,0.2415673,2020-03-10,0.8907387,cages10mar,15
M,0.08447740068599999,1.127891,0.8185183897597128,25,30.7902,18.2,Standard,15:52:48,0.0109,0.0139,0.0145,0.2905231,0.2377985,2020-03-10,0.8907387,cages10mar,15
M,0.073311243684,1.079084,0.9192190961543143,25,33.2881,18.2,Standard,16:38:49,0.00839,0.0168,0.0285,0.246458,0.2265489,2020-03-10,0.8907387,cages10mar,16
M,0.081663769992,1.078629,0.8562933476604474,25,33.2237,18.2,Standard,17:06:49,0.0123,0.0149,0.0198,0.2784464,0.2384318,2020-03-10,0.8907387,cages10mar,17
M,0.06780531874199999,1.015349,0.9533684871722672,25,31.97733,18.2,Standard,17:14:49,0.0101,0.0214,0.0132,0.2262247,0.2156755,2020-03-10,0.8907387,cages10mar,17
M,0.09987767076000001,1.420901,0.8514419636047917,25,31.60897,18.2,Standard,17:50:49,0.00882,0.0143,0.0137,0.340924,0.290277,2020-03-10,0.8907387,cages10mar,17
M,0.081031050744,1.315596,0.8372448961205111,25,32.36293,18.2,Standard,18:26:49,0.0088,0.0121,0.0131,0.277485,0.2323229,2020-03-10,0.8907387,cages10mar,18
M,0.09605706238799999,1.26821,0.84695045893474,25,33.3696,18.2,Standard,18:50:49,0.0133,0.0204,0.0198,0.3282166,0.2779832,2020-03-10,0.8907387,cages10mar,18
