Sex,EE,H2Omg,RQ,Animal_ID,Deg_C,weight,experiment,StartTime,SD_VCO2,SD_VO2,SD_H2Omg,VO2,VCO2,StartDate,FQ,block,hour
F,0.261449898276,2.579228,1.026944628072791,1041,29.99183,22.94,Low Fat,20:25:32,0.0139,0.0186,0.0483,0.8583158,0.8814428,2020-08-20,0.92266,cages13aug,20
F,0.194413480842,-0.00374,0.7736473818524667,1041,24.20727,22.94,Low Fat,20:57:32,0.0846,0.1250006,0.0461,0.6755177,0.5226125,2020-08-20,0.92266,cages13aug,20
F,0.19889435004599998,-0.9578752,0.9295375067399122,1041,20.1009,22.94,Low Fat,21:29:32,0.00808,0.0088,0.0143,0.6671081,0.620102,2020-08-20,0.92266,cages13aug,21
F,0.45104230877999996,-0.5142947,0.9264457105111056,1041,21.74265,22.94,Low Fat,21:57:32,0.0505,0.0742,0.0147,1.513875,1.402523,2020-08-20,0.92266,cages13aug,21
F,0.21373687011599998,0.6872521,0.9682794048417318,1041,21.64408,22.94,Low Fat,22:29:32,0.0145,0.0172,0.0167,0.7107622,0.6882164,2020-08-20,0.92266,cages13aug,22
F,0.3387765120599999,0.8894742,0.935101451344152,1041,21.49997,22.94,Low Fat,22:37:32,0.0393,0.0736,0.0371067,1.134879,1.061227,2020-08-20,0.92266,cages13aug,22
F,0.25215594679799996,0.9390608,0.9332995915125396,1041,21.71138,22.94,Low Fat,23:05:32,0.0223,0.0208,0.00989,0.8450443,0.7886795,2020-08-20,0.92266,cages13aug,23
F,0.241587097542,0.9117107,0.896747055627462,1041,21.77979,22.94,Low Fat,23:55:33,0.0116544,0.0249,0.0154,0.81626050000000006,0.7319792,2020-08-20,0.92266,cages13aug,23
F,0.242434318098,0.7101654,0.9104017288763271,1041,21.72057,22.94,Low Fat,00:27:33,0.0111,0.0238,0.012,0.8166229,0.7434549,2020-08-21,0.92266,cages13aug,0
F,0.263178051066,0.7037681,0.9257846629877179,1041,21.80083,22.94,Low Fat,00:59:33,0.0152,0.021,0.0108,0.8834589,0.8178927,2020-08-21,0.92266,cages13aug,0
F,0.46091342681999997,0.7096746,0.919344647834693,1041,21.99687,22.94,Low Fat,01:27:33,0.1012525,0.0833,0.0262,1.549457,1.424485,2020-08-21,0.92266,cages13aug,1
F,0.41441695764000003,0.8333486,0.982851273360472,1041,22.12332,22.94,Low Fat,01:59:33,0.0361,0.0891,0.0121,1.373688,1.350131,2020-08-21,0.92266,cages13aug,1
F,0.42897843575999994,0.8887776,0.9707780229522592,1041,22.14137,22.94,Low Fat,02:07:33,0.0249,0.0274,0.011,1.425742,1.384079,2020-08-21,0.92266,cages13aug,2
F,0.37322238702,1.000638,0.9928735589351085,1041,22.18042,22.94,Low Fat,02:35:33,0.0634,0.0823,0.0152,1.234417,1.22562,2020-08-21,0.92266,cages13aug,2
F,0.30488832561599993,1.068363,0.9860524181690179,1041,22.17955,22.94,Low Fat,03:25:34,0.0183,0.0286,0.0129,1.009917,0.9958311,2020-08-21,0.92266,cages13aug,3
F,-0.016766735999999997,-2.890096,-0.9258872651356994,1023,20.4706,25.43,Low Fat,21:23:32,0.0766129,0.0412,0.0135,-0.0958,0.0887,2020-08-20,0.92266,cages13aug,21
M,0.20511822702,3.607334,0.8721672041558818,1079,32.92967,25.506,Low Fat,11:43:46,0.0303,0.0227299,0.0367,0.6968822,0.6077978,2020-08-21,0.92266,cages21aug,11
M,0.271315873962,3.916046,0.7965362550517079,1079,32.90162,25.506,Low Fat,11:51:46,0.0432,0.035,0.0782,0.9377769,0.7469733,2020-08-21,0.92266,cages21aug,11
M,0.141367696932,3.65972,1.015880498277798,1079,32.81172,25.506,Low Fat,12:27:46,0.05,0.0474,0.0580394,0.4652184,0.4726063,2020-08-21,0.92266,cages21aug,12
M,0.042615524868,3.26521,0.9630344901471825,1079,32.88993,25.506,Low Fat,12:43:46,0.014,0.0207,0.34094410000000003,0.1418782,0.1366336,2020-08-21,0.92266,cages21aug,12
M,0.074874111144,3.056107,1.0387203794175444,1079,32.81229,25.506,Low Fat,13:23:46,0.00835,0.0175,0.0278,0.2451758,0.2546691,2020-08-21,0.92266,cages21aug,13
M,0.07870518700799999,2.96556,0.9596047421183335,1079,32.93137,25.506,Low Fat,13:47:46,0.00912,0.0164,0.063164,0.2622288,0.251636,2020-08-21,0.92266,cages21aug,13
M,0.08260862673,2.859771,0.9521912784141094,1079,32.94682,25.506,Low Fat,14:11:46,0.00882,0.0196,0.0215,0.2756861,0.2625059,2020-08-21,0.92266,cages21aug,14
M,0.084135440844,3.034619,0.9287070229378699,1079,32.91887,25.506,Low Fat,14:43:46,0.0106,0.0223,0.0303,0.2822494,0.262127,2020-08-21,0.92266,cages21aug,14
M,0.205118368896,3.607334,0.872166453240057,1079,32.92967,25.506,Low Fat,15:13:47,0.0303,0.0227,0.0367,0.6968828,0.6077978,2020-08-21,0.92266,cages21aug,15
M,0.271315867326,3.916046,0.796536148416537,1079,32.90162,25.506,Low Fat,15:21:47,0.0432,0.035,0.0782,0.9377769,0.7469732,2020-08-21,0.92266,cages21aug,15
M,0.141367696932,3.65972,1.015880498277798,1079,32.81172,25.506,Low Fat,15:57:47,0.05,0.0474,0.0580394,0.4652184,0.4726063,2020-08-21,0.92266,cages21aug,15
M,0.042615524868,3.26521,0.9630344901471825,1079,32.88993,25.506,Low Fat,16:13:47,0.014,0.0207,0.34094410000000003,0.1418782,0.1366336,2020-08-21,0.92266,cages21aug,16
M,0.074874111144,3.056107,1.0387203794175444,1079,32.81229,25.506,Low Fat,16:53:47,0.00835,0.0175,0.0278,0.2451758,0.2546691,2020-08-21,0.92266,cages21aug,16
M,0.07870518700799999,2.96556,0.9596047421183335,1079,32.93137,25.506,Low Fat,17:17:47,0.00912,0.0164,0.0632,0.2622288,0.251636,2020-08-21,0.92266,cages21aug,17
M,0.08260862673,2.859771,0.9521912784141094,1079,32.94682,25.506,Low Fat,17:41:47,0.00882,0.0196,0.0215,0.2756861,0.2625059,2020-08-21,0.92266,cages21aug,17
M,0.08068178811,3.006054,0.9129647703940095,1079,32.91887,25.506,Low Fat,18:13:47,0.0104,0.0221,0.0296275,0.2716153,0.2479752,2020-08-21,0.92266,cages21aug,18
M,0.12374651587199999,2.978651,0.9191057203705573,1079,32.7982,25.506,Low Fat,18:43:48,0.0825,0.0733,0.1300119,0.416022,0.3823682,2020-08-21,0.92266,cages21aug,18
M,0.179698415946,3.225791,0.957287318444101,1079,32.95562,25.506,Low Fat,18:51:48,0.0567,0.0683,0.0382,0.5990235,0.5734376,2020-08-21,0.92266,cages21aug,18
M,0.091981025598,3.339843,0.8862905102717243,1079,32.8085,25.506,Low Fat,19:27:48,0.00841,0.019,0.0213,0.3115105,0.2760888,2020-08-21,0.92266,cages21aug,19
M,0.104638993074,3.103196,0.8909274057435085,1079,32.94963,25.506,Low Fat,19:43:48,0.0117,0.0206,0.0293,0.3540101,0.3153973,2020-08-21,0.92266,cages21aug,19
M,0.190216502028,3.136745,0.9331055775130054,1079,30.15092,25.506,Low Fat,20:23:48,0.0441,0.0422,0.023021,0.6374956,0.5948507,2020-08-21,0.92266,cages21aug,20
M,0.21693399898799998,1.787912,0.8922161825921816,1079,25.9448,25.506,Low Fat,20:47:48,0.0209,0.0290207,0.0295,0.7337094,0.6546274,2020-08-21,0.92266,cages21aug,20
M,0.24056427695999996,0.7555216,0.8367494942879359,1079,21.6752,25.506,Low Fat,21:11:48,0.0158,0.0101,0.0119,0.8238878,0.6893877,2020-08-21,0.92266,cages21aug,21
M,0.268379526996,1.08771,0.8561574991689554,1079,20.1422,25.506,Low Fat,21:43:48,0.0228,0.0348,0.027,0.9151134,0.7834812,2020-08-21,0.92266,cages21aug,21
M,0.33540247498799997,1.512975,0.8597715784904684,1079,21.6465,25.506,Low Fat,22:13:49,0.017,0.0197,0.0207,1.142712,0.9824713,2020-08-21,0.92266,cages21aug,22
M,0.32579800411199994,1.66523,0.8383251538912568,1079,21.29387,25.506,Low Fat,22:21:49,0.0249,0.032,0.0215,1.115398,0.9350662,2020-08-21,0.92266,cages21aug,22
M,0.34437241901999993,1.955579,0.8692901064528556,1079,21.26,25.506,Low Fat,22:57:49,0.0288,0.046,0.02,1.170753,1.017724,2020-08-21,0.92266,cages21aug,22
M,0.31644953474400006,2.029801,0.8965775755161133,1079,21.85629,25.506,Low Fat,23:13:49,0.0241,0.0555,0.0202,1.069242,0.9586584,2020-08-21,0.92266,cages21aug,23
M,0.31031741378399996,2.133752,0.9201911792905082,1079,21.92902,25.506,Low Fat,23:53:49,0.0294,0.0331,0.0225,1.043,0.9597594,2020-08-21,0.92266,cages21aug,23
M,0.28990909201799997,2.167341,0.8255259544252361,1079,22.006,25.506,Low Fat,00:17:49,0.0449,0.0702,0.0436,0.9954237,0.8217481,2020-08-22,0.92266,cages21aug,0
M,0.253560304242,2.286475,0.8308488092120766,1079,22.15908,25.506,Low Fat,00:41:49,0.0451,0.0444,0.0145,0.8695629,0.7224753,2020-08-22,0.92266,cages21aug,0
M,0.24179885881199997,2.256095,0.8318020592771325,1079,22.18125,25.506,Low Fat,01:13:49,0.0229,0.0252,0.0228,0.8290482,0.689604,2020-08-22,0.92266,cages21aug,1
M,0.251807010966,2.268307,0.8211646441333053,1079,22.14268,25.506,Low Fat,01:43:50,0.0469,0.0837,0.0165,0.8654575,0.7106831,2020-08-22,0.92266,cages21aug,1
M,0.27901961828999994,2.275188,0.77860257386635,1079,22.20545,25.506,Low Fat,01:51:50,0.0378,0.0927,0.0753,0.9683875,0.753989,2020-08-22,0.92266,cages21aug,1
M,0.245358947736,2.18746,0.7750380223541641,1079,22.15625,25.506,Low Fat,02:27:50,0.0339,0.0408,0.0327,0.8522618,0.6605353,2020-08-22,0.92266,cages21aug,2
M,0.278012200788,2.261373,0.8483764107854149,1079,22.19795,25.506,Low Fat,02:43:50,0.0315,0.0466,0.0238,0.9496306,0.8056442,2020-08-22,0.92266,cages21aug,2
M,0.28237856425799995,2.283415,0.8098073063097032,1079,22.21562,25.506,Low Fat,03:23:50,0.0348,0.0507,0.0376,0.9730521,0.7879847,2020-08-22,0.92266,cages21aug,3
M,0.27141246552000003,2.226964,0.8458534323080044,1079,22.10369,25.506,Low Fat,03:47:50,0.0378351,0.0572,0.0157,0.9276178,0.7846287,2020-08-22,0.92266,cages21aug,3
M,0.255439539516,2.219268,0.8751782629029595,1079,22.18362,25.506,Low Fat,04:11:50,0.0267,0.0281,0.0255,0.8672584,0.7590057,2020-08-22,0.92266,cages21aug,4
M,0.285587792616,2.181,0.8145575524163235,1079,22.1259,25.506,Low Fat,04:43:50,0.0513,0.0597,0.0357,0.983043,0.8007451,2020-08-22,0.92266,cages21aug,4
M,0.224523978546,2.177884,0.8722316356221114,1079,22.16158,25.506,Low Fat,05:13:51,0.0364,0.0523,0.0307,0.7628015,0.6653396,2020-08-22,0.92266,cages21aug,5
M,0.25752622740599995,2.163595,0.8379312554402221,1079,22.13815,25.506,Low Fat,05:21:51,0.0277055,0.0351,0.0183,0.8817425,0.7388396,2020-08-22,0.92266,cages21aug,5
M,0.22765485657600001,2.22751,0.8713956412243166,1079,22.17533,25.506,Low Fat,05:57:51,0.0201,0.0261,0.027,0.7735842,0.6740979,2020-08-22,0.92266,cages21aug,5
M,0.28517746970999996,2.272469,0.8095633922586957,1079,22.18845,25.506,Low Fat,06:13:51,0.0556,0.0638,0.0276,0.9827517,0.7955998,2020-08-22,0.92266,cages21aug,6
M,0.19624010595,2.556585,0.8396574126777975,1079,24.68294,25.506,Low Fat,06:53:51,0.014,0.0139,0.0344,0.6716419,0.5639491,2020-08-22,0.92266,cages21aug,6
M,0.126727668228,2.717313,0.8260742650334126,1079,26.08228,25.506,Low Fat,07:17:51,0.0169,0.0218,0.0292,0.4350742,0.3594036,2020-08-22,0.92266,cages21aug,7
M,0.109050195282,2.940413,0.8516997978839472,1079,27.6666,25.506,Low Fat,07:41:51,0.00961,0.0179981,0.0342,0.3722119,0.3170128,2020-08-22,0.92266,cages21aug,7
M,0.0961577085,3.454122,0.8196133326961269,1079,29.66343,25.506,Low Fat,08:13:51,0.0125,0.0133,0.0292,0.3306098,0.2709722,2020-08-22,0.92266,cages21aug,8
M,0.06829706205,3.980527,0.9677899234877504,1079,31.57413,25.506,Low Fat,08:43:52,0.00754,0.0156,0.0495,0.2271401,0.2198239,2020-08-22,0.92266,cages21aug,8
M,0.06032475922200001,4.093096,1.0040364983050625,1079,32.0567,25.506,Low Fat,08:51:52,0.00847,0.0198,0.0366,0.1990339,0.1998373,2020-08-22,0.92266,cages21aug,8
M,0.075854805894,4.801075,0.967134328582996,1079,32.96698,25.506,Low Fat,09:27:52,0.00916,0.0164,0.0438,0.2523119,0.2440195,2020-08-22,0.92266,cages21aug,9
M,0.068036915856,4.679632,1.0150455882261005,1079,33.01928,25.506,Low Fat,09:43:52,0.0074,0.0215,0.0441,0.2239394,0.2273087,2020-08-22,0.92266,cages21aug,9
M,0.054583582157999994,4.309907,1.1407853191449207,1079,32.93713,25.506,Low Fat,10:23:52,0.00722,0.0203,0.0652,0.1748563,0.1994735,2020-08-22,0.92266,cages21aug,10
M,0.074515057428,4.056996,0.8846798299228916,1079,32.97049,25.506,Low Fat,10:47:52,0.0185,0.0228,0.0453,0.2524502,0.2233376,2020-08-22,0.92266,cages21aug,10
M,0.076532658972,4.096528,0.9839181159734571,1079,32.9957,25.506,Low Fat,11:11:52,0.0113,0.0126569,0.0251,0.253627,0.2495482,2020-08-22,0.92266,cages21aug,11
M,0.077192138646,3.874036,1.0076507666681205,1079,33.01187,25.506,Low Fat,11:43:52,0.0106,0.0215,0.0998,0.2544843,0.2564313,2020-08-22,0.92266,cages21aug,11
M,0.06845548038,3.652491,0.9691548798234082,1079,32.92232,25.506,Low Fat,12:13:53,0.0116,0.0232,0.0276,0.2275984,0.2205781,2020-08-22,0.92266,cages21aug,12
M,0.07692698361599999,3.751757,1.057345148687075,1079,32.92519,25.506,Low Fat,12:21:53,0.0186,0.0522833,0.2232359,0.2508826,0.2652695,2020-08-22,0.92266,cages21aug,12
M,0.08114156584800002,3.599989,0.942014754507892,1079,32.97039,25.506,Low Fat,12:57:53,0.00891,0.0206,0.029,0.2714018,0.2556645,2020-08-22,0.92266,cages21aug,12
M,0.06317353959,3.621104,1.0310291324921517,1079,32.91292,25.506,Low Fat,13:13:53,0.00931,0.0128965,0.0269,0.2072085,0.213638,2020-08-22,0.92266,cages21aug,13
M,0.073573859982,3.475428,1.004562052441561,1079,32.90205,25.506,Low Fat,13:53:53,0.00936,0.0136019,0.0195,0.2427197,0.243827,2020-08-22,0.92266,cages21aug,13
M,0.076960560012,3.460381,0.9900033057955071,1079,32.89675,25.506,Low Fat,14:17:53,0.0107,0.0126,0.0331,0.2547042,0.252158,2020-08-22,0.92266,cages21aug,14
M,0.06482307778799999,3.383427,1.0900101941655076,1079,32.84048,25.506,Low Fat,14:41:53,0.0104,0.0294,0.0304,0.209924,0.2288193,2020-08-22,0.92266,cages21aug,14
M,0.085165340736,3.356693,0.9427819052568011,1079,32.93579,25.506,Low Fat,15:13:53,0.0121138,0.0157,0.0424,0.284812,0.2685156,2020-08-22,0.92266,cages21aug,15
M,0.085803803694,3.445889,1.020387544493952,1079,32.81857,25.506,Low Fat,15:43:54,0.0135,0.0194,0.0219,0.2820889,0.28784,2020-08-22,0.92266,cages21aug,15
M,0.07540408738799999,3.284899,0.9988292457307217,1079,32.9183,25.506,Low Fat,15:51:54,0.00807,0.0224707,0.0251,0.2490702,0.2487786,2020-08-22,0.92266,cages21aug,15
M,0.071545984146,3.130925,0.969122477197086,1079,32.8928,25.506,Low Fat,16:27:54,0.00894,0.0227,0.1387476,0.2378753,0.2305303,2020-08-22,0.92266,cages21aug,16
M,0.09137432744999999,3.885392,0.977208942973884,1079,32.96064,25.506,Low Fat,16:43:54,0.0126,0.0148,0.019,0.3032593,0.2963477,2020-08-22,0.92266,cages21aug,16
M,0.07097696592,3.472219,1.0642813506464737,1079,32.93119,25.506,Low Fat,17:23:54,0.0109588,0.0212,0.0292,0.2311308,0.2459882,2020-08-22,0.92266,cages21aug,17
M,0.07957935833399998,3.29671,0.879003349112676,1079,32.84119,25.506,Low Fat,17:47:54,0.0208,0.0225,0.1046262,0.2699521,0.2372888,2020-08-22,0.92266,cages21aug,17
M,0.085885085496,3.106434,0.9329569986235725,1079,32.82669,25.506,Low Fat,18:11:54,0.00999,0.0169,0.0278,0.2878466,0.2685485,2020-08-22,0.92266,cages21aug,18
M,0.067559868978,2.799181,1.0296800470268297,1079,32.82922,25.506,Low Fat,18:43:54,0.0171,0.0121,0.03,0.2216607,0.2282396,2020-08-22,0.92266,cages21aug,18
M,0.091070772408,2.7328,1.014336205021741,1079,32.87105,25.506,Low Fat,19:13:55,0.00956,0.0168,0.0365,0.2998004,0.3040984,2020-08-22,0.92266,cages21aug,19
M,0.075943072002,2.674424,1.1434099584239685,1079,32.80524,25.506,Low Fat,19:21:55,0.014845,0.0151225,0.0287,0.2431449,0.2780143,2020-08-22,0.92266,cages21aug,19
M,0.1096932102,2.859288,0.9330363530230353,1079,32.80524,25.506,Low Fat,19:57:55,0.0096,0.0147714,0.0201,0.3676338,0.3430157,2020-08-22,0.92266,cages21aug,19
M,0.100417299822,2.808458,1.0083728121972242,1079,32.31027,25.506,Low Fat,20:13:55,0.035,0.0222,0.0497,0.3309999,0.3337713,2020-08-22,0.92266,cages21aug,20
M,0.23622352269599997,1.235671,0.8786416029317003,1079,24.76277,25.506,Low Fat,20:53:55,0.0269,0.0235,0.0196,0.8013916,0.704136,2020-08-22,0.92266,cages21aug,20
M,0.258988950864,0.3905876,0.8807519507942552,1079,21.72858,25.506,Low Fat,21:17:55,0.0215,0.043,0.0222,0.8782064,0.773482,2020-08-22,0.92266,cages21aug,21
M,0.275132475534,0.7920052,0.8927099205013864,1079,20.80267,25.506,Low Fat,21:41:55,0.021,0.0412,0.0201,0.9304439,0.8306165,2020-08-22,0.92266,cages21aug,21
M,0.29970584321999993,1.218562,0.8826656074405712,1079,20.3188,25.506,Low Fat,22:13:55,0.0188,0.0249265,0.014,1.015836,0.8966435,2020-08-22,0.92266,cages21aug,22
M,0.32342722028399995,1.564386,0.8776190814626911,1079,21.45017,25.506,Low Fat,22:43:56,0.019,0.0261,0.0165,1.097484,0.9631729,2020-08-22,0.92266,cages21aug,22
M,0.32969539965600003,1.643046,0.8865237815882456,1079,21.18292,25.506,Low Fat,22:51:56,0.0327517,0.0506117,0.0256,1.116515,0.9898171,2020-08-22,0.92266,cages21aug,22
M,0.34783609938,1.878261,0.8628424210745864,1079,21.77979,25.506,Low Fat,23:27:56,0.0232,0.0171,0.0173,1.184251,1.021822,2020-08-22,0.92266,cages21aug,23
M,0.30837659873999995,1.890615,0.8968027050269121,1079,21.66723,25.506,Low Fat,23:43:56,0.0378,0.0377,0.0213,1.041912,0.9343895,2020-08-22,0.92266,cages21aug,23
M,0.287481101502,2.00087,0.8668266309923859,1079,21.95597,25.506,Low Fat,00:23:56,0.0321,0.057,0.0198,0.9778847,0.8476565,2020-08-23,0.92266,cages21aug,0
M,0.292821282852,2.136734,0.8620205922709885,1079,22.10814,25.506,Low Fat,00:47:56,0.0215,0.0313,0.0221,0.9971314,0.8595478,2020-08-23,0.92266,cages21aug,0
M,0.25301728666199996,2.095439,0.8796767100767486,1079,22.10145,25.506,Low Fat,01:11:56,0.0207,0.0374,0.0133,0.8581647,0.7549075,2020-08-23,0.92266,cages21aug,1
M,0.268137343614,2.060682,0.8802173583371887,1079,22.13542,25.506,Low Fat,01:43:56,0.0342,0.0576,0.0375,0.9093371,0.8004143,2020-08-23,0.92266,cages21aug,1
M,0.280600465782,2.155137,0.8872463492020054,1079,22.18945,25.506,Low Fat,02:13:57,0.0227,0.0327,0.0189,0.9501005,0.8429732,2020-08-23,0.92266,cages21aug,2
M,0.286770090348,2.208171,0.8600010194771309,1079,22.13522,25.506,Low Fat,02:21:57,0.0171,0.0158,0.0263,0.9769714,0.8401964,2020-08-23,0.92266,cages21aug,2
M,0.289055615814,2.103754,0.8349736606226436,1079,22.11493,25.506,Low Fat,02:57:57,0.0327,0.0336,0.0226,0.9903613,0.8269256,2020-08-23,0.92266,cages21aug,2
M,0.272867594076,2.150001,0.8757908871149527,1079,22.16233,25.506,Low Fat,03:13:57,0.036,0.0503,0.02,0.9263016,0.8112465,2020-08-23,0.92266,cages21aug,3
M,0.273710569566,2.1208649999999998,0.882920528164387,1079,22.13435,25.506,Low Fat,03:53:57,0.0235,0.0395,0.0176,0.9276733,0.8190618,2020-08-23,0.92266,cages21aug,3
M,0.262177879068,2.174139,0.8661344043008514,1079,22.1395,25.506,Low Fat,04:17:57,0.0263,0.0253,0.0181,0.8919536,0.7725517,2020-08-23,0.92266,cages21aug,4
M,0.262045026684,2.25047,0.8721077478291049,1079,22.12245,25.506,Low Fat,04:41:57,0.0192,0.0249,0.0261,0.890301,0.7764384,2020-08-23,0.92266,cages21aug,4
M,0.25251759162,2.244135,0.8983891947943773,1079,22.14945,25.506,Low Fat,05:13:57,0.0611,0.0909,0.0287,0.8528778,0.7662162,2020-08-23,0.92266,cages21aug,5
M,0.26556815149199997,2.227938,0.8996403051796545,1079,22.10022,25.506,Low Fat,05:43:58,0.022,0.0311,0.0248,0.8967046,0.8067116,2020-08-23,0.92266,cages21aug,5
M,0.274900584462,2.288064,0.914827351629572,1079,22.15217,25.506,Low Fat,05:51:58,0.0192,0.0407,0.03,0.9250681,0.8462776,2020-08-23,0.92266,cages21aug,5
M,0.23675487011399998,2.368483,0.8520717426077702,1079,23.25125,25.506,Low Fat,06:27:58,0.0146,0.0152,0.0183,0.8080275,0.6884974,2020-08-23,0.92266,cages21aug,6
M,0.17691592795799999,2.314122,0.853955942558611,1079,24.0862,25.506,Low Fat,06:43:58,0.0101,0.0217,0.0277,0.6035439,0.5153999,2020-08-23,0.92266,cages21aug,6
M,0.16872620402400001,2.637622,0.905117691221874,1079,26.4947,25.506,Low Fat,07:23:58,0.0229,0.036,0.0194,0.5690144,0.515025,2020-08-23,0.92266,cages21aug,7
M,0.09736120615200002,2.905067,0.9724049621728302,1079,28.02389,25.506,Low Fat,07:47:58,0.0107,0.0125,0.0260131,0.3234712,0.314545,2020-08-23,0.92266,cages21aug,7
M,0.107250662064,3.228898,0.9010161706707092,1079,29.61,25.506,Low Fat,08:11:58,0.012,0.014,0.0375,0.3620258,0.3261911,2020-08-23,0.92266,cages21aug,8
M,0.06969678198,3.764644,1.0061170062344735,1079,31.5831,25.506,Low Fat,08:43:58,0.00876,0.0137,0.037,0.229851,0.231257,2020-08-23,0.92266,cages21aug,8
M,0.06431756604,4.542367,1.1492829192015062,1079,33.48407,25.506,Low Fat,09:13:59,0.0103,0.018,0.0485238,0.2056672,0.2363698,2020-08-23,0.92266,cages21aug,9
M,0.10044909491399999,4.878121,1.1323292513031074,1079,33.46472,25.506,Low Fat,09:21:59,0.0449,0.0305,0.0241,0.3223641,0.3650223,2020-08-23,0.92266,cages21aug,9
M,0.06763699882799999,4.628525,1.1837926052608783,1079,32.97049,25.506,Low Fat,09:57:59,0.0104,0.0116,0.0517,0.2147094,0.2541714,2020-08-23,0.92266,cages21aug,9
M,0.059890217100000004,4.543917,1.26259697176456,1079,32.84745,25.506,Low Fat,10:13:59,0.00844,0.0141,0.0573,0.1870132,0.2361223,2020-08-23,0.92266,cages21aug,10
M,0.09523896026400001,4.274144,1.0654908613577503,1079,33.01752,25.506,Low Fat,10:53:59,0.0113,0.0143054,0.0768,0.310057,0.3303629,2020-08-23,0.92266,cages21aug,10
M,0.141982356306,4.284928,0.9323702172946953,1079,33.02962,25.506,Low Fat,11:17:59,0.013,0.0146,0.0598,0.4759205,0.4437341,2020-08-23,0.92266,cages21aug,11
M,0.07400986668599999,4.228034,1.120998399338735,1079,32.80895,25.506,Low Fat,11:41:59,0.0256,0.021593,0.037,0.2380891,0.2668975,2020-08-23,0.92266,cages21aug,11
M,0.0023926266,4.015841,28.918918918918912,1079,32.91432,25.506,Low Fat,12:13:59,0.0183785,0.062,0.0583794,0.00111,0.0321,2020-08-23,0.92266,cages21aug,12
M,0.082246634694,3.92265,0.98239126807003,1079,32.81415,25.506,Low Fat,12:44:00,0.0401,0.0565,0.0479,0.2726545,0.2678534,2020-08-23,0.92266,cages21aug,12
M,0.07684721981999999,3.868865,1.1526080408926869,1079,32.91373,25.506,Low Fat,12:52:00,0.0243,0.0204684,0.0252,0.2455598,0.2830342,2020-08-23,0.92266,cages21aug,12
M,0.071566018734,3.603981,1.0167513563442938,1079,32.96567,25.506,Low Fat,13:28:00,0.0111,0.012,0.0257,0.2354675,0.2394119,2020-08-23,0.92266,cages21aug,13
M,0.091909191612,3.699726,1.1180324776987909,1079,32.88362,25.506,Low Fat,13:44:00,0.0153,0.0255,0.0231,0.2958584,0.3307793,2020-08-23,0.92266,cages21aug,13
M,0.09521109380999998,3.421376,1.0455306902762436,1079,32.88435,25.506,Low Fat,14:24:00,0.0316,0.0381,0.0327,0.3113087,0.3254828,2020-08-23,0.92266,cages21aug,14
M,0.14437780774199999,3.516231,0.9654114501276073,1079,32.88967,25.506,Low Fat,14:48:00,0.0511,0.0368,0.1924997,0.4804191,0.4638021,2020-08-23,0.92266,cages21aug,14
M,0.1430427705,3.596745,1.0255019864019495,1079,32.89878,25.506,Low Fat,15:12:00,0.0141,0.0279,0.0372,0.4697438,0.4817232,2020-08-23,0.92266,cages21aug,15
M,0.08009499959999998,3.341807,1.0077087380846883,1079,32.72557,25.506,Low Fat,15:44:00,0.0103,0.0269,0.0226,0.264051,0.2660865,2020-08-23,0.92266,cages21aug,15
M,0.09869583288599999,3.296427,1.0227603714899158,1079,32.77562,25.506,Low Fat,16:14:01,0.0126,0.0154,0.0252,0.3243049,0.3316862,2020-08-23,0.92266,cages21aug,16
M,0.085961162112,3.277684,1.0618926969024196,1079,32.89444,25.506,Low Fat,16:22:01,0.0205521,0.0218,0.0184,0.2800702,0.2974045,2020-08-23,0.92266,cages21aug,16
M,0.07013922001799999,3.027977,1.1228418721472322,1079,32.77007,25.506,Low Fat,16:58:01,0.00739,0.0214,0.027,0.2255485,0.2532553,2020-08-23,0.92266,cages21aug,16
M,0.07431736216799999,3.013995,1.07571999380312,1079,32.89885,25.506,Low Fat,17:14:01,0.0111,0.0227,0.0259,0.2414118,0.2596915,2020-08-23,0.92266,cages21aug,17
M,0.08765407308,2.934672,1.1112573875499876,1079,32.76205,25.506,Low Fat,17:54:01,0.0132,0.0183,0.045134,0.28257,0.314008,2020-08-23,0.92266,cages21aug,17
M,0.102092593554,3.173192,1.0740544925075892,1079,32.88497,25.506,Low Fat,18:18:01,0.023,0.0235,0.0216,0.3317557,0.3563237,2020-08-23,0.92266,cages21aug,18
M,0.13457138255399997,3.607729,1.0446896400028995,1079,32.78505,25.506,Low Fat,18:42:01,0.0306427,0.0314,0.0213,0.4400841,0.4597513,2020-08-23,0.92266,cages21aug,18
M,0.08320142380199999,3.604626,1.1600503003820373,1079,32.84247,25.506,Low Fat,19:14:01,0.008,0.0141,0.0191,0.2654453,0.3079299,2020-08-23,0.92266,cages21aug,19
M,0.096811310442,3.686868,1.0215416796696135,1079,32.80548,25.506,Low Fat,19:44:02,0.0111,0.0135,0.0288,0.3181971,0.3250516,2020-08-23,0.92266,cages21aug,19
M,0.088263413574,3.739927,1.1339836423307577,1079,32.83017,25.506,Low Fat,19:52:02,0.00949,0.024,0.0332,0.2831577,0.3210962,2020-08-23,0.92266,cages21aug,19
M,0.208722796128,3.552735,1.0339020135911483,1079,29.3342,25.506,Low Fat,20:28:02,0.0254833,0.0512,0.0301,0.6841806,0.7073757,2020-08-23,0.92266,cages21aug,20
