StartTime,StartDate,Animal,VO2,SD_VO2,VCO2,SD_VCO2,Deg_C,delta_O2,deltaCO2,deltaH2O,BP,H2O_WVP,CO2,SS4_FR,H2Oml,SD_H2Oml,H2Omg,SD_H2Omg
13:12:48,3/10/20,5.83E-02,0.2003972,1.11E-02,0.1689772,1.21E-02,32.84147,1.08E-04,9.45E-05,1.07E-03,101.1636,0.6475181,5.28E-02,1799.916,1.926658,0.1004265,1.599126,8.34E-02
13:20:48,3/10/20,5.83E-02,0.1783769,1.47E-02,0.1377396,8.46E-03,32.84087,9.50E-05,7.71E-05,1.02E-03,101.138,0.6425552,5.12E-02,1798.874,1.826563,5.20E-02,1.516047,4.31E-02
13:56:48,3/10/20,5.83E-02,0.1447382,1.91E-02,0.1390296,1.08E-02,33.0443,8.05E-05,7.80E-05,9.21E-04,100.9948,0.6344942,5.11E-02,1794.293,1.650445,2.88E-02,1.369869,2.39E-02
14:12:48,3/10/20,5.83E-02,0.1635794,9.66E-03,0.1344373,9.18E-03,33.1429,8.84E-05,7.55E-05,9.02E-04,100.9414,0.6368316,5.08E-02,1792.297,1.614848,2.63E-02,1.340324,2.18E-02
14:52:48,3/10/20,5.83E-02,0.1377977,1.34E-02,0.1235613,9.10E-03,30.3706,7.57E-05,6.93E-05,7.98E-04,100.8705,0.6230119,5.43E-02,1792.758,1.428809,0.0197911,1.185911,0.0164266
15:16:48,3/10/20,5.83E-02,0.1532485,1.99E-02,0.1364013,6.91E-03,33.14625,8.40E-05,7.65E-05,8.26E-04,100.8338,0.6119485,5.11E-02,1793.201,1.479786,1.94E-02,1.228222,1.61E-02
15:40:48,3/10/20,5.83E-02,0.1652874,1.28E-02,0.1487216,0.0101835,33.3082,9.10E-05,8.37E-05,9.15E-04,100.8031,0.6352502,5.18E-02,1788.887,1.634758,6.55E-02,1.356849,5.44E-02
16:12:48,3/10/20,5.83E-02,0.1653926,1.30E-02,0.1556614,9.46E-03,33.1528,9.18E-05,8.75E-05,8.66E-04,100.7738,0.6194875,5.23E-02,1789.953,1.549292,2.96E-02,1.285912,2.46E-02
16:42:49,3/10/20,5.83E-02,0.1699893,2.51E-02,0.1626434,7.98E-03,33.15645,9.47E-05,9.15E-05,7.81E-04,100.7584,0.6220436,5.25E-02,1789.412,1.396564,2.67E-02,1.159148,2.21E-02
16:50:49,3/10/20,5.83E-02,0.1575281,2.03E-02,0.1451556,9.96E-03,32.41072,8.71E-05,8.16E-05,7.17E-04,100.7444,0.613848,5.14E-02,1789.887,1.282695,0.0257275,1.064637,2.14E-02
17:26:49,3/10/20,5.83E-02,0.1343088,9.36E-03,0.1354146,9.65E-03,33.17659,7.57E-05,7.62E-05,7.45E-04,100.6972,0.6178536,5.06E-02,1787.562,1.331403,2.80E-02,1.105064,2.32E-02
17:42:49,3/10/20,5.83E-02,0.1584545,1.66E-02,0.1617655,6.44E-03,33.44474,8.96E-05,9.11E-05,8.14E-04,100.6871,0.6281326,5.19E-02,1786.398,1.453752,3.74E-02,1.206614,3.11E-02
18:22:49,3/10/20,5.83E-02,0.1579446,1.51E-02,0.1453446,9.71E-03,31.13652,8.75E-05,8.19E-05,7.65E-04,100.6832,0.619105,5.08E-02,1786.534,1.365777,2.70E-02,1.133595,2.24E-02
18:46:49,3/10/20,5.83E-02,0.1477266,1.95E-02,0.1606153,1.51E-02,33.3391,8.46E-05,9.04E-05,7.80E-04,100.6837,0.6165349,5.19E-02,1788.166,1.393997,2.82E-02,1.157017,2.34E-02
19:10:49,3/10/20,5.83E-02,0.1317865,1.52E-02,0.1479991,1.01E-02,33.25409,7.61E-05,8.33E-05,7.25E-04,100.6581,0.6153035,5.15E-02,1787.171,1.295205,2.39E-02,1.07502,1.98E-02
19:42:49,3/10/20,5.83E-02,0.1711072,1.70E-02,0.1624096,8.91E-03,32.77465,9.54E-05,9.15E-05,7.44E-04,100.6533,0.6166145,5.24E-02,1785.652,1.327598,2.02E-02,1.101906,0.0167547
20:12:50,3/10/20,5.83E-02,0.4866011,7.07E-02,0.4183457,2.34E-02,32.52097,2.66E-04,2.36E-04,9.32E-04,100.6453,0.6332248,6.75E-02,1785.09,1.661267,4.00E-02,1.378851,3.32E-02
20:20:50,3/10/20,5.83E-02,0.3823478,2.47E-02,0.3005065,9.72E-03,26.27408,2.06E-04,1.69E-04,5.98E-04,100.6533,0.6265355,6.14E-02,1787.692,1.069217,4.40E-02,0.8874503,3.65E-02
20:56:50,3/10/20,5.83E-02,0.3896101,5.37E-02,0.2821643,0.0265207,21.32642,2.07E-04,1.59E-04,-4.33E-04,100.64,0.652691,6.10E-02,1787.153,-0.7744316,2.62E-02,-0.6427782,0.0217734
21:12:50,3/10/20,5.83E-02,0.4764241,1.89E-02,0.3169873,8.90E-03,19.1363,2.49E-04,1.78E-04,-7.98E-04,100.6267,0.6313632,6.30E-02,1788.6,-1.428403,2.34E-02,-1.185574,1.95E-02
21:52:50,3/10/20,5.83E-02,0.4762897,1.22E-02,0.3302484,1.49E-02,21.90248,2.51E-04,1.86E-04,-8.02E-04,100.6308,0.7085779,6.32E-02,1785.693,-1.433985,1.45E-02,-1.190208,1.21E-02
22:16:50,3/10/20,5.83E-02,0.4962254,1.97E-02,0.3731757,1.21E-02,20.47915,2.66E-04,2.11E-04,-7.93E-04,100.6289,0.7000684,6.70E-02,1782.023,-1.413889,6.14E-02,-1.173527,5.09E-02
22:40:50,3/10/20,5.83E-02,0.6759961,0.0232454,0.4977579,1.55E-02,19.64242,3.61E-04,2.81E-04,-4.02E-04,100.6365,0.7896855,7.28E-02,1785.051,-0.7186881,3.43E-02,-0.5965111,2.84E-02
23:12:50,3/10/20,5.83E-02,0.4112583,1.62E-02,0.3269159,8.18E-03,21.3541,2.22E-04,1.84E-04,-5.88E-04,100.6473,0.8111771,6.28E-02,1786.21,-1.050558,1.33E-02,-0.8719628,1.11E-02
23:42:51,3/10/20,5.83E-02,0.8627256,0.020157,0.6661864,1.30E-02,21.64807,4.63E-04,3.76E-04,-4.38E-04,100.6588,0.8556824,8.15E-02,1788.042,-0.7840051,2.95E-02,-0.6507242,2.45E-02
23:50:51,3/10/20,5.83E-02,0.8471486,3.43E-02,0.6359527,1.80E-02,22.47295,4.53E-04,3.59E-04,-2.42E-04,100.6623,0.8810597,7.95E-02,1786.747,-0.4325073,3.95E-02,-0.358981,3.27E-02
0:26:51,3/11/20,5.83E-02,0.4337484,1.72E-02,0.3238981,1.33E-02,23.55807,2.32E-04,1.83E-04,-2.52E-04,100.7058,0.8902248,0.0620056,1785.057,-0.4502208,1.88E-02,-0.3736832,1.56E-02
0:42:51,3/11/20,5.83E-02,0.4566611,2.11E-02,0.324641,9.25E-03,20.8424,2.42E-04,1.83E-04,-3.62E-04,100.7171,0.8712602,6.21E-02,1788.964,-0.648402,1.99E-02,-0.5381737,1.65E-02
1:22:51,3/11/20,5.83E-02,0.8382503,3.29E-02,0.6446757,2.17E-02,20.11613,4.49E-04,3.63E-04,1.17E-04,100.8577,0.8956307,7.92E-02,1790.548,0.2099121,1.87E-02,0.1742271,1.55E-02
1:46:51,3/11/20,5.83E-02,0.4496427,1.84E-02,0.3023694,0.0132442,21.69153,2.36E-04,1.70E-04,-9.66E-05,100.9071,0.8652745,6.04E-02,1792.597,-0.1732548,2.38E-02,-0.1438015,1.97E-02
2:10:51,3/11/20,5.83E-02,0.6254298,0.0335901,0.448026,2.60E-02,22.70467,3.31E-04,2.52E-04,2.91E-05,100.9232,0.8610423,6.87E-02,1792.304,5.22E-02,4.80E-02,4.33E-02,3.98E-02
2:42:51,3/11/20,5.83E-02,0.6524176,0.0152911,0.4759103,1.03E-02,22.42574,3.46E-04,2.68E-04,1.49E-05,101.019,0.8362386,0.0705643,1793.285,2.67E-02,1.75E-02,2.22E-02,1.45E-02
3:12:52,3/11/20,5.83E-02,0.5033472,1.61E-02,0.3860939,1.19E-02,22.67369,2.69E-04,2.17E-04,6.68E-05,101.042,0.8187026,6.52E-02,1793.841,0.1197587,1.92E-02,9.94E-02,1.59E-02
3:20:52,3/11/20,5.83E-02,0.7639096,3.20E-02,0.594892,1.89E-02,21.10468,4.09E-04,3.34E-04,2.73E-04,101.0632,0.8302237,0.0771644,1793.986,0.4890287,0.0169269,0.4058938,1.40E-02
3:56:52,3/11/20,5.83E-02,0.6047943,3.73E-02,0.4178464,3.18E-02,20.36277,3.18E-04,2.35E-04,4.17E-04,101.1062,0.8012735,6.68E-02,1792.59,0.7474046,2.94E-02,0.6203458,2.44E-02
4:12:52,3/11/20,5.83E-02,0.433825,1.86E-02,0.3017499,7.89E-03,22.37094,2.28E-04,1.69E-04,3.74E-04,101.1458,0.78463,6.08E-02,1795.734,0.6715306,1.50E-02,0.5573704,1.25E-02
4:52:52,3/11/20,5.83E-02,0.8438525,1.74E-02,0.6327948,1.35E-02,20.50508,4.48E-04,3.55E-04,5.65E-04,101.2411,0.7714649,7.90E-02,1797.033,1.014535,2.97E-02,0.8420638,2.46E-02
5:16:52,3/11/20,5.83E-02,0.5925441,5.40E-02,0.4443588,0.0283627,20.07788,3.15E-04,2.49E-04,6.41E-04,101.2787,0.7606119,6.80E-02,1798.895,1.15224,1.52E-02,0.9563591,1.26E-02
5:40:52,3/11/20,5.83E-02,0.4854847,2.15E-02,0.3837402,9.57E-03,22.16752,2.60E-04,2.15E-04,4.95E-04,101.3185,0.7297663,6.46E-02,1801.623,0.8908769,2.10E-02,0.7394278,1.74E-02
6:12:52,3/11/20,5.83E-02,0.2904973,2.58E-02,0.2379026,8.36E-03,19.85087,1.56E-04,1.33E-04,5.65E-04,101.3817,0.7078542,5.61E-02,1802.676,1.01808,0.023348,0.8450068,1.94E-02
6:42:53,3/11/20,5.83E-02,0.2927266,1.65E-02,0.2524895,9.31E-03,23.58813,1.59E-04,1.41E-04,6.10E-04,101.4582,0.7015262,5.63E-02,1802.784,1.098278,0.0135952,0.9115707,1.13E-02
6:50:53,3/11/20,5.83E-02,0.2799033,1.82E-02,0.2231189,1.17E-02,25.74357,1.50E-04,1.25E-04,6.97E-04,101.4683,0.7088637,5.44E-02,1804.505,1.257732,2.28E-02,1.043918,1.89E-02
7:26:53,3/11/20,5.83E-02,0.2614442,0.0187187,0.2365144,9.90E-03,27.7173,1.43E-04,1.32E-04,9.80E-04,101.5085,0.7243771,5.54E-02,1803.652,1.766349,3.74E-02,1.46607,3.10E-02
7:42:53,3/11/20,5.83E-02,0.209608,1.68E-02,0.2014696,0.010951,28.1464,1.16E-04,1.12E-04,1.18E-03,101.5443,0.7398319,0.0537942,1805.385,2.120622,2.33E-02,1.760117,1.93E-02
8:22:53,3/11/20,5.83E-02,0.1408496,2.30E-02,0.1716076,9.86E-03,30.59402,8.21E-05,9.57E-05,1.65E-03,101.568,0.755769,5.15E-02,1807.492,2.971972,5.00E-02,2.466737,4.15E-02
8:46:53,3/11/20,5.83E-02,0.1555973,1.63E-02,0.1650917,1.07E-02,32.06362,8.80E-05,9.22E-05,0.0019098,101.5944,0.7614314,5.10E-02,1804.897,3.440798,0.4512636,2.855862,0.3745488
9:10:53,3/11/20,5.83E-02,0.1421222,1.54E-02,0.1635713,1.08E-02,33.30735,8.16E-05,9.11E-05,2.17E-03,101.6692,0.7667722,5.06E-02,1810.026,3.910824,6.08E-02,3.245984,5.04E-02
9:42:53,3/11/20,5.83E-02,0.1451674,2.98E-02,0.1738852,0.0139284,33.02222,8.42E-05,9.68E-05,2.12E-03,101.6754,0.7270354,5.17E-02,1808.891,3.818223,6.29E-02,3.169125,5.22E-02
10:12:54,3/11/20,5.83E-02,0.1122779,1.62E-02,0.1444424,9.26E-03,32.79512,6.62E-05,8.03E-05,1.84E-03,101.7129,0.6846642,5.07E-02,1811.277,3.333687,4.11E-02,2.76696,3.41E-02
10:20:54,3/11/20,5.83E-02,0.1336133,1.13E-02,0.1610917,8.63E-03,32.80362,7.75E-05,8.96E-05,1.78E-03,101.7034,0.6725942,5.17E-02,1809.849,3.209438,3.15E-02,2.663834,2.61E-02
10:56:54,3/11/20,5.83E-02,0.1777538,1.83E-02,0.1945394,1.33E-02,32.73088,1.01E-04,1.08E-04,1.48E-03,101.7069,0.640233,5.37E-02,1812.314,2.676301,0.1708387,2.22133,0.1417961
11:12:54,3/11/20,5.83E-02,0.162358,9.71E-03,0.1698586,7.47E-03,32.79958,9.10E-05,9.43E-05,1.33E-03,101.7167,0.6138471,5.22E-02,1812.525,2.407228,5.39E-02,1.997999,4.48E-02
11:52:54,3/11/20,5.83E-02,0.1259248,1.17E-02,0.1413232,9.41E-03,32.87012,7.17E-05,7.85E-05,1.13E-03,101.6898,0.5792946,5.07E-02,1811.124,2.040965,4.56E-02,1.694001,3.79E-02
12:16:54,3/11/20,5.83E-02,0.2856758,1.96E-02,0.2937677,1.18E-02,32.78563,1.60E-04,1.63E-04,1.10E-03,101.6921,0.5726177,5.99E-02,1809.138,1.985044,2.90E-02,1.647587,2.41E-02
12:40:54,3/11/20,5.83E-02,0.1433015,1.64E-02,0.1616488,1.22E-02,32.60567,8.18E-05,8.98E-05,9.67E-04,101.6534,0.5560633,5.16E-02,1809.849,1.747747,5.73E-02,1.45063,4.76E-02
13:12:54,3/11/20,5.83E-02,0.243395,2.08E-02,0.2142353,2.97E-02,32.69043,1.32E-04,1.19E-04,9.24E-04,101.628,0.5421255,5.52E-02,1809.218,1.67041,9.86E-02,1.38644,8.18E-02
13:42:55,3/11/20,5.83E-02,0.2628221,1.26E-02,0.2197413,1.25E-02,32.81388,1.41E-04,1.22E-04,1.19E-03,101.6047,0.5728776,5.66E-02,1808.135,2.149595,3.41E-02,1.784164,2.83E-02
13:50:55,3/11/20,5.83E-02,0.1758031,2.07E-02,0.1679464,9.87E-03,32.76602,9.69E-05,9.34E-05,1.21E-03,101.5877,0.5692742,5.28E-02,1807.717,2.177846,3.21E-02,1.807612,2.66E-02
14:26:55,3/11/20,5.83E-02,0.1418893,1.67E-02,0.1540882,8.94E-03,32.78638,8.04E-05,8.58E-05,1.03E-03,101.5606,0.5360211,5.17E-02,1806.469,1.866086,2.44E-02,1.548851,0.0202236
